Ticker,Name
BIRLAMONEY.NS,Aditya Birla Money Limited
BIRLAPREC.BO,Birla Precision Technologies Ltd
BITL.BO,BRONZE INFRA-TECH LTD.
BKV.BO,BKV Industries Ltd.
BLACKROSE.BO,Black Rose Industries Ltd
BLBLIMITED.BO,BLB LTD.
BLBLIMITED.NS,BLB Limited
BLBLNDS.BO,BLUE BLENDS
BLEBLNI.BO,BLUBLEND IND
BLFL.BO,Boston Leasing and Finance Ltd
BLIL.BO,Balmer Lawrie Investments Limited
BLISSGVS.BO,Bliss Gvs Pharma Limited
BLISSGVS.NS,Bliss Gvs Pharma Limited
BLKASHYAP.BO,B L Kashyap & Sons Limited
BLKASHYAP.NS,B.L. Kashyap and Sons Limited
BLOOM.BO,Bloom Dekor Limited
BLSINFOTE.BO,BLS Infotech Ltd.
BLUEBLENDS.NS,BLUE BLENDS (INDIA INR10
BLUECHIP.BO,BLUE CHIP INDIA LTD.
BLUECHIP.NS,Blue Chip India Limited
BLUECHIPT.BO,Blue Chip Tex Industries Ltd
BLUECLOUDS.BO,Blue Cloud Softech Solutions L
BLUECOAST.BO,BLUE COAST HOTELS LTD.
BLUECOAST.NS,Blue Coast Hotels Limited
BLUEDART.BO,Blue Dart Express Ltd.
BLUEDART.NS,Blue Dart Express Limited
BLUESTARCO.BO,BLUE STAR LTD.
BLUESTARCO.NS,Blue Star Limited
BMAL.BO,BOTHRA METALS & ALLOYS LTD.
BMBMUMG.BO,BMB Music & Magnetics Limited
BNALTD.BO,B&A Ltd.
BNKCAP.BO,BNK Capital Markets Ltd.
BNL.BO,Beekay Niryat Limited
BNRSEC.BO,BN Rathi Securities Ltd.
BNRUDY.BO,BNR Udyog Ltd.
BODALCHEM.BO,Bodal Chemicals Ltd.
BODALCHEM.NS,Bodal Chemicals Limited
BODHTREE.BO,Bodhtree Consulting Limited
BOMBCYC.BO,Bombay Cycle & Motor Agency Ltd.
BOMBWIR.BO,BOMBAY WIRE ROPES LTD.
BOMDYEING.BO,BOMBAY DYEING & MFG.CO.LTD.
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited
BOMOXY-B1.BO,Bombay Oxygen Corporation Limited
BOSCHLTD.BO,BOSCH LTD.
BOSCHLTD.NS,Bosch Limited
BPCAP.BO,B. P. CAPITAL LTD
BPCL.BO,Bharat Petroleum Corp. Ltd.
BPCL.NS,Bharat Petroleum Corporation Limited
BPL.BO,BPL Limited
BPL.NS,BPL Limited
BPTEX.BO,BLUE PEARL TEXSPIN LIMITED
BRADYM.BO,Brady & Morris Engineering Company Limited
BRAHMINFRA.BO,BRAHMAPUTRA INFRASTRUCTURE LTD
BRANDREAL.BO,Brand Realty Services Ltd.
BRAWN.BO,Brawn Biotech Limited
BRFL.BO,Bombay Rayon Fashion Limited
BRFL.NS,Bombay Rayon Fashions Limited
BRIDGESE.BO,Bridge Securities Limited
BRIGADE.BO,Brigade Enterprises Ltd.
BRIGADE.NS,Brigade Enterprises Limited
BRIGHTBR.BO,Bright Brothers Limited
BRIJLEAS.BO,Brijlaxmi Leasing & Finance Ltd.
BRIPORT.BO,Brilliant Portfolios Ltd.
BRITANNIA.BO,Britannia Industries Limited
BRITANNIA.NS,Britannia Industries Limited
BROOKS.BO,BROOKS LABORATORIES LTD.
BROOKS.NS,Brooks Laboratories Limited
BRPL.BO,BANSAL ROOFING PRODUCTS LTD
BSELINFRA.BO,BSEL Infrastructure Realty Limited
BSELINFRA.NS,BSEL Infrastructure Realty Limited
BSL.BO,BSL Limited
BSL.NS,BSL Limited
BSLGOLDETF.BO,BIRLA SUN LIFE MUTUAL FUND - B
BSLGOLDETF.NS,Birla Sun Life Gold ETF
BSLNIFTY.NS,Birla Sun Life Nifty ETF
BTTL.BO,Bhilwara Technical Textiles Ltd
BUDGEBUDGE.BO,BUDGE BUDGE COMPANY LIMITED
BURNPUR.BO,Burnpur Cement Ltd.
BURNPUR.NS,Burnpur Cement Limited
BUTTERFLY.BO,BUTTERFLY GANDHIMATHI APPLIANC
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited
BVCL.BO,Barak Valley Cement Ltd.
BVCL.NS,Barak Valley Cements Limited
BVL.BO,Blueblood Ventures Limited
BYKE.NS,THE BYKE HOSPITALI INR10
CADILAHC.BO,Cadila Healthcare Limited
CADILAHC.NS,Cadila Healthcare Limited
CALCOM.BO,Calcom Visions Ltd.
CALSOFT.BO,CALIFORNIA SOFTWARE CO.LTD.
CALSOFT.NS,California Software Company Limited
CAMEXLTD.BO,Camex Ltd.
CAMLINFINE.NS,CAMLIN FINE SCIENC INR1
CANBK.BO,CANARA BANK
CANBK.NS,Canara Bank
CANDC.BO,C & C Constructions Limited
CANDC.NS,C & C Constructions Limited
CANFINHOME.BO,Can Fin Homes Ltd.
CANFINHOME.NS,Can Fin Homes Limited
CANTABIL.BO,CANTABIL RETAIL INDIA LTD.
CANTABIL.NS,Cantabil Retail India Limited
CAPFIN.BO,Capfin India Limited
CAPITALT.BO,Capital Trust Ltd.
CAPLIPOINT.NS,CAPLIN POINT LABOR INR2
CAPPIPES.BO,Captain Pipes Limited
CAPPL.BO,Caplin Point Laboratories Ltd
CAPRICORN.BO,CAPRICORN SYSTEMS GLOBAL SOLUT
CAPRIHANS.BO,CAPRIHANS INDIA LTD.
CAPRO.BO,Caprolactam Chemicals Limited
CARBORUNIV.BO,Carborundum Universal Limited
CARBORUNIV.NS,Carborundum Universal Limited
CAREERP.BO,CAREER POINT LTD.
CAREERP.NS,Career Point Limited
CARERATING.BO,CARE Ratings Limited
CARERATING.NS,CARE Ratings Limited
CARNATIN.BO,Carnation Industries Limited
CASTEXTECH.BO,CASTEX TECHNOLOGIES LIMITED
CASTEXTECH.NS,Castex Technologies Limited
CASTROLIND.BO,CASTROL INDIA LTD.
CASTROLIND.NS,Castrol India Limited
CATECH.BO,Cat Technologies Ltd.
CATVISION.BO,CATVISION LIMITED
CCCL.BO,Consolidated Construction Consortium Limited
CCCL.NS,Consolidated Construction Consortium Limited
CCFCL.BO,CLASSIC GLOBAL FINANCE & CAPIT
CCHHL.BO,COUNTRY CLUB HOSPITALITY AND H
CCHHL.NS,Country Club Hospitality & Holidays Limited
CCL.BO,CCL PRODUCTS (INDIA) LTD.
CCL.NS,CCL Products (India) Limited
CCLINTER.BO,CCL International Limited
CEATLTD.BO,CEAT LTD.
CEATLTD.NS,CEAT Limited
CEBBCO.BO,COMMERCIAL ENGINEERS & BODY BU
CEBBCO.NS,Commercial Engineers & Body Builders Co Limited
CEEJAY.BO,Ceejay Finance Ltd.
CEENIK.BO,Ceenik Exports (India) Ltd.
CEETAIN.BO,CEETA INDUSTRIES LTD.
CELEBRITY.BO,Celebrity Fashions Limited
CELEBRITY.NS,Celebrity Fashions Limited
CELESTIAL.NS,Celestial Biolabs Limited
CENLUB.BO,Cenlub Industries Limited
CENTENKA.BO,Century Enka Ltd.
CENTENKA.NS,Century Enka Limited
CENTERAC.BO,CENTERAC TECHNOLOGIES LTD.
CENTEXT.BO,CENTURY EXTRUSIONS LTD.
CENTEXT.NS,Century Extrusions Limited
CENTPROV.BO,The Central Provinces Railways Company Limited
CENTRALBK.BO,Central Bank of India
CENTRALBK.NS,Central Bank of India
CENTRUM.BO,Centrum Capital Limited
CENTUM.BO,Centum Electronics Limited
CENTUM.NS,Centum Electronics Limited
CENTURYPLY.BO,CENTURY PLYBOARDS (I) LTD.
CENTURYPLY.NS,Century Plyboards (India) Limited
CENTURYTEX.BO,Century Textiles and Industries Limited
CENTURYTEX.NS,Century Textiles and Industries Limited
CERA.BO,CERA SANITARYWARE LTD.
CERA.NS,Cera Sanitaryware Limited
CEREBRAINT.BO,CEREBRA INTEGRATED TECHNOLOGIE
CEREBRAINT.NS,Cerebra Integrated Technologies Limited
CESC.BO,CESC Limited
CESC.NS,CESC Limited
CGCL.BO,CAPRI GLOBAL CAPITAL LIMITED
CGCL.NS,Capri Global Capital Limited
CGVAK.BO,CG-VAK Software and Exports Limited
CHALET.NS,Chalet Hotels Limited
CHAMANSEQ.BO,Chaman Lal Setia Exports Ltd.
CHAMBLFERT.BO,CHAMBAL FERTILISERS & CHEMICAL
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited
CHANDNI.BO,CHANDNI TEXTILES ENGINEERING I
CHANDRAP.BO,Chandra Prabhu International Ltd.
CHARMS.BO,Charms Industries Ltd
CHDCHEM.BO,CHD Chemicals Limited
CHEMBOND.BO,Chembond Chemicals Ltd.
CHEMOPH.BO,Chemo Pharma Laboratories Ltd.
CHEMTECH.BO,CHEMTECH INDUSTRIAL VALVES LTD
CHENFERRO.BO,CHENNAI FERROUS INDUSTRIES LIM
CHENNPETRO.BO,Chennai Petroleum Corporation Ltd
CHENNPETRO.NS,Chennai Petroleum Corporation Limited
CHEVIOT.BO,Cheviot Co. Ltd.
CHIPLUN.BO,CHIPLUN FINE CHEMICALS LTD.
CHITRTX.BO,Chitradurga Spintex Limited
CHLLTD.BO,CHL Ltd.
CHLOGIST.BO,Chartered Logistics Ltd.
CHMBBRW.BO,Chambal Breweries & Distilleries Ltd
CHOICEIN.BO,Choice International Limited
CHOKSI.BO,Choksi Imaging Ltd.
CHOKSILA.BO,Choksi Laboratories Ltd
CHOLAFIN.BO,CHOLAMANDALAM INVESTMENT AND F
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited
CHORDIA.BO,Chordia Food Products Limited
CHOWGULSTM.BO,CHOWGULE STEAMSHIPS LTD.
CHROMATIC.BO,CHROMATIC INDIA LTD.
CHROMATIC.NS,Chromatic India Limited
CHRTEDCA.BO,Chartered Capital and Investment Limited
CIGNITI.BO,CIGNITI TECHNOLOGIES LTD.
CIGNITITEC.NS,CIGNITI TECHNOLOGI INR10
CIL.BO,Citizen Infoline Ltd.
CILSEC.BO,CIL Securities Limited
CIMMCO.NS,Cimmco Limited
CINDHO.BO,Cindrella Hotels Ltd.
CINELINE.BO,CINELINE INDIA LIMITED
CINELINE.NS,Cineline India Limited
CINEVISTA.BO,CINEVISTA LTD.
CINEVISTA.NS,Cinevista Limited
CIPLA.BO,Cipla Limited
CIPLA.NS,Cipla Limited
CISTRO.BO,Cistro Telelink Ltd
CITADEL.BO,CITADEL REALTY AND DEVELOPERS
CITIPOR.BO,Citi Port Financial Services Limited
CITYMAN.BO,Cityman Ltd
CITYONLINE.BO,City Online Services Limited
CJGEL.BO,C.J. Gelatine Products Ltd.
CLIOINFO.BO,Clio Infotech Limited
CLLIMITED.BO,Crescent Leasing Limited
CLNINDIA.BO,CLARIANT CHEMICALS (INDIA) LTD
CLNINDIA.NS,Clariant Chemicals (India) Limited
CMI.BO,CMI Limited
CMMHOSP.BO,Chennai Meenakshi Multispeciality Hospital Ltd.
CNIRESLTD.BO,CNI Research Ltd
CNOVAPETRO.BO,CIL NOVA PETROCHEMICALS LTD.
CNOVAPETRO.NS,CIL Nova Petrochemicals Limited
COALINDIA.BO,COAL INDIA LTD.
COALINDIA.NS,Coal India Limited
COARO.BO,Coastal Roadways Limited
COASTCORP.BO,COASTAL CORPORATION LTD.
COCHINM.BO,Cochin Minerals & Rutile Ltd.
COCHMAL.BO,COCHIN MALABAR ESTATES & INDUS
COFFEEDAY.NS,Coffee Day Enterprises Limited
COLINZ.BO,Colinz Laboratories Ltd.
COLPAL.BO,COLGATE-PALMOLIVE (INDIA) LTD.
COLPAL.NS,Colgate-Palmolive (India) Limited
COMCL.BO,COMFORT COMMOTRADE LTD.
COMFINCAP.BO,COMFORT FINCAP LTD.
COMFINTE.BO,Comfort Intech Ltd
COMPEAU.BO,Competent Automobiles Company Limited
COMPUAGE.BO,Compuage Infocom Ltd.
COMPUPN.BO,Computer Point Ltd.
COMPUSOFT.BO,COMPUCOM SOFTWARE LTD.
COMPUSOFT.NS,Compucom Software Limited
CONART.BO,Conart Engineers Limited
CONCOR.BO,Container Corporation of India Ltd.
CONCOR.NS,Container Corporation of India Limited
CONCORD.BO,Concord Drugs Limited
CONCRETE.BO,CONCRETE CREDIT LIMITED
CONFINT.BO,CONFIDENCE FINANCE AND TRADING
CONFIPET.BO,Confidence Petroleum India Ltd.
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited
CONTCHM.BO,Continental Chemicals Limited
CONTICON.BO,Continental Controls Ltd.
CONTILI.BO,Contil India Ltd
CONTPTR.BO,Continental Petroleums Ltd.
CONTROLPR.BO,Control Print Ltd
CORALAB.BO,Coral Laboratories Limited
CORALFINAC.BO,CORAL INDIA FINANCE & HOUSING
CORDSCABLE.BO,CORDS CABLE INDUSTRIES LTD.
CORDSCABLE.NS,Cords Cable Industries Limited
CORNE.BO,CORAL NEWSPRINTS LTD.
COROENGG.BO,COROMANDEL ENGINEERING COMPANY
COROMANDEL.BO,COROMANDEL INTERNATIONAL LTD.
COROMANDEL.NS,Coromandel International Limited
CORPOCO.BO,Corporate Courier and Cargo Ltd
COSBOARD.BO,Cosboard Industries Ltd.
COSCO.BO,Cosco (India) Limited
COSMOFE.BO,Cosmo Ferrites Limited
COSMOFILMS.BO,Cosmo Films Limited
COSMOFILMS.NS,Cosmo Films Limited
COUNCODOS.BO,Country Condo'S Limited
COUNCODOS.NS,Country Condo'S Limited
COVENTRY.BO,Coventry Coil-o-Matic Haryana Limited
COVIDH.BO,COVIDH
COX&KINGS.BO,COX & KINGS LIMITED
COX&KINGS.NS,Cox & Kings Limited
CPL.BO,CAPTAIN POLYPLAST LTD
CPSEETF.BO,CPSE ETF
CPSEETF.NS,Goldman Sachs CPSE ETF
CRANEINFRA.BO,Crane Infrastructure Limited
CRANESSOFT.BO,CRANES SOFTWARE INTERNATIONAL
CRANEX.BO,Cranex Limited
CRAVATEX.BO,Cravatex Limited
CREATIVE.BO,Creative Eye Ltd.
CREATIVEYE.BO,CREATIVE EYE LTD.
CREATIVEYE.NS,Creative Eye Limited
CRESSAN.BO,Cressanda Solutions Ltd.
CREST.BO,CREST
CREST.NS,Crest Ventures Limited
CRISIL.BO,CRISIL Limited
CRISIL.NS,CRISIL Limited
CROWNTOURS.BO,CROWN TOURS LTD
CRSTCHM.BO,Crestchem Limited
CSL.BO,Continental Securities Limited
CSLFINANCE.BO,CSL Finance Limited
CSURGSU.BO,"Centenial Surgical Suture, Ltd."
CTE.BO,Cambridge Technology Enterprises Limited
CTE.NS,Cambridge Technology Enterprises Limited
CTL.BO,CAPITAL TRADE LINKS LTD
CUB.BO,CITY UNION BANK LTD.
CUB.NS,City Union Bank Limited
CUBEXTUB.BO,CUBEX TUBINGS LTD.
CUBEXTUB.NS,Cubex Tubings Limited
CUBIFIN.BO,Cubical Financial Services Ltd.
CUMMINSIND.BO,CUMMINS INDIA LTD.
CUMMINSIND.NS,Cummins India Limited
CUPID.BO,Cupid Ltd.
CUPIDTR.BO,Cupid Trades & Finance Ltd.
CURATECH.BO,CURA TECHNOLOGIES LTD.
CURATECH.NS,CURA Technologies Limited
CYBELEIND.BO,Cybele Industries Ltd
CYBERMAT.BO,CybermateInfotek Limited
CYBERMEDIA.BO,Cyber Media (India) Ltd.
CYBERMEDIA.NS,Cyber Media (India) Limited
CYBERSC.BO,Cyberscape Multimedia Ltd.
CYBERTECH.BO,CYBERTECH SYSTEMS AND SOFTWARE
CYBERTECH.NS,CyberTech Systems and Software Limited
CYIENT.BO,CYIENT LIMITED
CYIENT.NS,Cyient Limited
DAAWAT.BO,LT Foods Limited
DAAWAT.NS,LT Foods Limited
DABUR.BO,Dabur India Ltd.
DABUR.NS,Dabur India Limited
DAICHI.BO,Dai-Ichi Karkaria Limited
DAIKAFFI.BO,Daikaffil Chemicals India Limited
DALALSTCOM.BO,DSJ COMMUNICATIONS LTD.
DALMIASUG.BO,DALMIA BHARAT SUGAR AND INDUST
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited
DAMOINDUS.BO,DAMODAR INDUSTRIES LTD.
DANLAW.BO,Danlaw Technologies India Limited
DARJEELING.BO,Darjeeling Ropeway Company Lim
DATAMATICS.BO,DATAMATICS GLOBAL SERVICES LTD
DATAMATICS.NS,Datamatics Global Services Limited
DATAPRO.BO,DATAPRO INFORMATION TECHNOLOGY
DATARSW-B.BO,DATAR SWITCHGEAR LTD.
DATASOFT.BO,Datasoft Application Software India Ltd.
DAULAT.BO,Daulat Securities Ltd
DAZZEL.BO,Dazzel Confindive Ltd.
DBCORP.BO,D. B. Corp Limited
DBCORP.NS,D. B. Corp Limited
DBREALTY.BO,DB Realty Ltd
DBREALTY.NS,DB Realty Ltd
DBSTOCKBRO.BO,DB (INTERNATIONAL) STOCK BROKE
DBSTOCKBRO.NS,DB (International) Stock Brokers Ltd
DCBBANK.BO,DCB BANK LIMITED
DCBBANK.NS,DCB Bank Limited
DCM.BO,DCM Ltd.
DCM.NS,DCM Limited
DCMFINSERV.BO,DCM FINANCIAL SERVICES LTD.
DCMSHRIRAM.BO,DCM SHRIRAM LIMITED
DCMSHRIRAM.NS,DCM Shriram Limited
DCMSRMIND.BO,DCM SHRIRAM INDUSTRIES LTD.
DCW.BO,DCW Limited
DCW.NS,DCW Limited
DDIL.BO,Deep Diamond India Limited
DECANBRG.BO,Deccan Bearings Ltd
DECCANCE.BO,Deccan Cements Ltd.
DECCANCE.NS,Deccan Cements Limited
DECNGOLD.BO,Deccan Gold Mines Ltd
DECOMIC.BO,Deco-Mica Limited
DECPO.BO,Deccan Polypacks Ltd.
DEEPAKFERT.BO,Deepak Fertilisers And Petrochemicals Corporation Limited
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited
DEEPAKNI.BO,Deepak Nitrite Ltd.
DEEPAKNTR.NS,DEEPAK NITRITE INR2
DEEPAKSP.BO,Deepak Spinners Limited
DELTA.BO,Delta Industrial Resources Lim
DELTACORP.BO,Delta Corp Limited
DELTACORP.NS,Delta Corp Limited
DELTAMAGNT.BO,DELTA MAGNETS LTD.
DELTAMAGNT.NS,Delta Magnets Limited
DEN.BO,DEN Networks Limited
DEN.NS,DEN Networks Limited
DENISCHEM.BO,DENIS CHEM LAB LTD
DENORA.BO,De Nora India Limited
DENORA.NS,De Nora India Limited
DESHRAK.BO,Desh Rakshak Aushdhalaya Limited
DETRIND.BO,DETROIT INDUSTRIES LTD.
DEVHARI.BO,Devhari Exports (India) Limite
DEVIKA.BO,Dharti Proteins Ltd
DEVINE.BO,Devine Impex Limited
DEVKI.BO,Devki Leasing & Finance Ltd
DFM.BO,DFM Foods Limited
DHABRIYA.BO,Dhabriya Polywood Limited
DHAMPURE.BO,Dhampure Speciality Sugars Ltd.
DHAMPURSUG.BO,DHAMPUR SUGAR MILLS LTD.
DHAMPURSUG.NS,Dhampur Sugar Mills Limited
DHAMSUGR.BO,DHAMPUR SUGAR (KASHIPUR) LTD.
DHANADACO.BO,DHANADA CORPORATION LTD.
DHANBANK.BO,Dhanlaxmi Bank Limited
DHANBANK.NS,Dhanlaxmi Bank Limited
DHANCOT.BO,Dhanlaxmi Cotex Ltd.
DHANFAB.BO,Dhanlaxmi Fabrics Ltd.
DHANROTO.BO,Dhanalaxmi Roto Spinners Ltd
DHANUKA.BO,Dhanuka Agritech Ltd
DHANUKA.NS,Dhanuka Agritech Limited
DHARAMSI.BO,Dharamsi Morarji Chemical Co. Ltd.
DHARFIN.BO,Dharani Finance Ltd.
DHARSUGAR.BO,DHARANI SUGARS & CHEMICALS LTD
DHARSUGAR.NS,Dharani Sugars and Chemicals Limited
DHENUBUILD.BO,DHENU BUILDCON INFRA LTD.
DHFL.BO,DEWAN HOUSING FINANCE CORPORAT
DHFL.NS,Dewan Housing Finance Corporation Limited
DHINDIA.BO,D&H INDIA LTD
DHOOTIN.BO,Dhoot Industrial Finance Ltd.
DHPIND.BO,DHP India Ltd
DHRUVCA.BO,Dhruva Capital Services Ltd.
DHRUVES.BO,Dhruv Estates Ltd.
DHUNINV.BO,DHUNSERI INVESTMENTS LTD.
DHUNINV.NS,Dhunseri Investments Limited
DHUNTEAIND.BO,Dhunseri Tea & Industries Ltd
DIAMANT.BO,DIAMANT INFRASTRUCTURE LIMITED
DIAMINESQ.BO,Diamines & Chemicals Ltd
DIANATEA.BO,Diana Tea Company Limited
DIAPOWER.BO,DIAMOND POWER INFRASTRUCTURE L
DIAPOWER.NS,Diamond Power Infrastructure Limited
DICIND.BO,DIC INDIA LTD.
DICIND.NS,DIC India Limited
DILIGENT.BO,DILIGENT INDUSTRIES LTD.
DISAQ.BO,Disa India Ltd
DISHTV.BO,Dish TV India Limited
DISHTV.NS,Dish TV India Limited
DIVINUS.BO,DIVINUS FABRICS LTD
DIVISLAB.BO,Divi's Laboratories Limited
DIVISLAB.NS,Divi's Laboratories Limited
DIVSHKT.BO,Divyashakti Granites Ltd.
DLF.BO,DLF Limited
DLF.NS,DLF Limited
DLINKINDIA.BO,D-LINK (INDIA) LTD
DLINKINDIA.NS,D-Link (India) Limited
DLTNCBL.BO,Delton Cables Limited
DOLAT.BO,Dolat Investments Limited
DOLPHINOFF.BO,DOLPHIN OFFSHORE ENTERPRISES (
DOLPHINOFF.NS,Dolphin Offshore Enterprises (India) Limited
DOLPHMED.BO,Dolphin Medical Services Ltd.
DONEAR.BO,Donear Industries Limited
DONEAR.NS,Donear Industries Limited
DPL.BO,DPL
DPSCLTD.NS,India Power Corporation Limited
DQE.BO,DQ Entertainment (International) Limited
DQE.NS,DQ Entertainment (International) Limited
DRAGARWQ.BO,Dr. Agarwal's Eye Hospital Limited
DREDGECORP.BO,DREDGING CORPORATION OF INDIA
DREDGECORP.NS,Dredging Corporation of India Limited
DRREDDY.BO,Dr. Reddy's Laboratories Ltd.
DRREDDY.NS,Dr. Reddy's Laboratories Limited
DSINVEST.BO,Dalal Street Investments Limited
DSKULKARNI.NS,D.S. Kulkarni Developers Limited
DSSL.BO,DYNACONS SYSTEMS & SOLUTIONS L
DSSL.NS,Dynacons Systems & Solutions Limited
DTIL.NS,DHUNSERI TEA & IND INR10
DUKEOFS.BO,Duke Offshore Ltd
DUROPACK.BO,Duro Pack Limited
DUTRON.BO,Dutron Polymers Limited
DWARKESH.BO,Dwarikesh Sugar Industries Limited
DWARKESH.NS,Dwarikesh Sugar Industries Limited
DYNAMATECH.BO,DYNAMATIC TECHNOLOGIES LTD.
DYNAMATECH.NS,Dynamatic Technologies Limited
DYNAMICP.BO,Dynamic Portfolio Management & Services Ltd.
DYNAMIND.BO,Dynamic Industries Ltd.
DYNAVSN.BO,Dynavision Ltd.
DYNPRO.BO,Dynemic Products Limited
EASTRED.BO,Eastern Treads Ltd.
EASTSILK.BO,Eastern Silk Industries Ltd.
EASTSILK.NS,Eastern Silk Industries Limited
EASUNREYRL.BO,EASUN REYROLLE LTD.
EASUNREYRL.NS,Easun Reyrolle Limited
EBANK.NS,Edelweiss ETF - Nifty Bank
ECLERX.BO,eClerx Services Limited
ECLERX.NS,eClerx Services Limited
ECOBOAR.BO,"Ecoboard Industries, Ltd."
ECOM.BO,E.com Infotech India Ltd.
ECOPLAST.BO,Ecoplast Limited
ECORECO.BO,ECO RECYCLING LTD.
ECSTSTL.BO,Eastcoast Steel Limited
EDELWEISS.BO,Edelweiss Financial Services Limited
EDELWEISS.NS,Edelweiss Financial Services Limited
EDSL.BO,EDYNAMICS SOLUTIONS LTD.
EDUCOMP.BO,Educomp Solutions Limited
EDUCOMP.NS,Educomp Solutions Limited
EICHERMOT.BO,Eicher Motors Ltd.
EICHERMOT.NS,Eicher Motors Limited
EIDPARRY.BO,E.I.D.- Parry (India) Limited
EIDPARRY.NS,E.I.D.-Parry (India) Limited
EIHAHOTELS.BO,EIH ASSOCIATED HOTELS LTD.
EIHAHOTELS.NS,EIH Associated Hotels Limited
EIHOTEL.BO,EIH LTD.
EIHOTEL.NS,EIH Limited
EIMCOELECO.BO,EIMCO ELECON (INDIA) LTD.
EIMCOELECO.NS,Eimco Elecon (India) Limited
EKAMLEA.BO,Ekam Leasing & Finance Company Ltd
EKC.BO,Everest Kanto Cylinder Limited
EKC.NS,Everest Kanto Cylinder Limited
ELAND.BO,E-Land Apparel Limited
ELANGO.BO,Elango Industries Ltd.
ELANTAS.BO,ELANTAS Beck India Limited
ELDEHSG.BO,Eldeco Housing and Industries Limited
ELECON.BO,Elecon Engineering Company Limited
ELECON.NS,Elecon Engineering Company Limited
ELECTCAST.BO,ELECTROSTEEL CASTINGS LTD.
ELECTCAST.NS,Electrosteel Castings Limited
ELECTHERM.BO,ELECTROTHERM (INDIA) LTD.
ELECTHERM.NS,Electrotherm (India) Limited
ELEFLOR.BO,Elegant Floriculture & Agrotech (India) Limited
ELEMARB.BO,Elegant Marbles & Grani Industries Ltd.
ELEXT.BO,ELECTREX (INDIA) LTD.
ELFORGE.BO,El Forge Ltd.
ELGIEQUIP.BO,ELGI Equipments Limited
ELGIEQUIP.NS,ELGI Equipments Limited
ELGIRUBCO.NS,Elgi Rubber Company Limited
ELIXIR.BO,Elixir Capital Limited
ELNET.BO,Elnet Technologies Ltd.
ELPROINTL.BO,ELPRO INTERNATIONAL LTD.
EMAINDIA.BO,EMA India Ltd.
EMAMIINFRA.BO,EMAMI INFRASTRUCTURE LTD.
EMAMILTD.BO,EMAMI LTD.
EMAMILTD.NS,Emami Limited
EMAMIPAP.BO,Emami Paper Mills Ltd.
EMCO.BO,EMCO Limited
EMCO.NS,EMCO Limited
EMEDTECH.BO,EMED.COM TECHNOLOGIES LTD
EMERALD.BO,Emerald Leasing Finance & Inve
EMKAY.BO,EMKAY GLOBAL FINANCIAL SERVICE
EMKAY.NS,Emkay Global Financial Services Limited
EMKAYTOOLS-SM.NS,EMKAY TAPS AND CUT INR10
EMMBI.BO,EMMBI INDUSTRIES LTD
EMMBI.NS,Emmbi Industries Limited
EMMESSA.BO,Emmessar Biotech & Nutrition Limited
EMMSONS.BO,Emmsons International Limited
EMPIND.BO,Empire Industries Limited
EMPOWER.BO,EMPOWER INDIA LTD.
ENBETRD.BO,ENBEE TRADE & FINANCE LTD.
ENCORE.BO,Encore Software Ltd.
ENERGYDEV.BO,ENERGY DEVELOPMENT COMPANY LTD
ENERGYDEV.NS,Energy Development Company Limited
ENGINERSIN.BO,ENGINEERS INDIA LTD.
ENGINERSIN.NS,Engineers India Limited
ENIL.BO,Entertainment Network (India) Ltd.
ENIL.NS,Entertainment Network (India) Limited
ENKEIWHEL.BO,ENKEI WHEELS (INDIA) LTD.
ENNORE.BO,Ennore Coke Limited
ENTRINT.BO,Enterprise International Limited
ENVAIREL.BO,Envair Electrodyne Ltd.
EON.NS,Eon Electric Limited
EPIC.BO,Epic Energy Ltd
EPSOMPRO.BO,Epsom Properties Ltd
EROSMEDIA.BO,EROS INTERNATIONAL MEDIA LTD.
EROSMEDIA.NS,Eros International Media Limited
ERPSOFT.BO,ERP Soft Systems Ltd
ESABINDIA.BO,ESAB India Limited
ESABINDIA.NS,ESAB India Limited
ESARIND.BO,Esaar India Ltd
ESCORTS.BO,Escorts Limited
ESCORTS.NS,Escorts Limited
ESCORTSFIN.BO,ESCORTS FINANCE LTD.
ESHAMEDIA.BO,ESHA MEDIA RESEARCH LIMITED
ESKAY.BO,Eskay K'n'IT (India) Limited
ESSARSEC.BO,ESSAR SECURITIES LTD
ESSARSHPNG.BO,ESSAR SHIPPING LTD.
ESSARSHPNG.NS,Essar Shipping Limited
ESSDEE.NS,Ess Dee Aluminium Limited
ESTER.BO,ESTER INDUSTRIES LTD.
ESTER.NS,Ester Industries Limited
ETIL.BO,Econo Trade (India) Limited
ETT.BO,ETT LTD
EUROASIA.BO,EURO ASIA EXPORTS LTD.
EUROCERA.BO,Euro Ceramics Ltd.
EUROCERA.NS,Euro Ceramics Limited
EUROMULTI.BO,EURO MULTIVISION LTD.
EUROMULTI.NS,Euro Multivision Limited
